id,source,target,type,sourceFile,bidirectional
TST-002-verifies-REQ-165,TST-002,REQ-165,verifies,self-traceability/test-plan.adoc,false
TST-002-verifies-REQ-166,TST-002,REQ-166,verifies,self-traceability/test-plan.adoc,false
TST-002-verifies-REQ-244,TST-002,REQ-244,verifies,self-traceability/test-plan.adoc,false
TST-003-verifies-REQ-056,TST-003,REQ-056,verifies,self-traceability/test-plan.adoc,false
TST-003-verifies-REQ-150,TST-003,REQ-150,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-083,TST-004,REQ-083,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-084,TST-004,REQ-084,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-085,TST-004,REQ-085,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-086,TST-004,REQ-086,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-170,TST-004,REQ-170,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-171,TST-004,REQ-171,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-172,TST-004,REQ-172,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-173,TST-004,REQ-173,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-223,TST-004,REQ-223,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-224,TST-004,REQ-224,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-175,TST-004,REQ-175,verifies,self-traceability/test-plan.adoc,false
TST-004-verifies-REQ-177,TST-004,REQ-177,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-053,TST-005,REQ-053,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-160,TST-005,REQ-160,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-109,TST-005,REQ-109,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-219,TST-005,REQ-219,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-220,TST-005,REQ-220,verifies,self-traceability/test-plan.adoc,false
TST-005-verifies-REQ-176,TST-005,REQ-176,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-037,TST-006,REQ-037,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-038,TST-006,REQ-038,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-039,TST-006,REQ-039,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-042,TST-006,REQ-042,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-043,TST-006,REQ-043,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-105,TST-006,REQ-105,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-128,TST-006,REQ-128,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-130,TST-006,REQ-130,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-167,TST-006,REQ-167,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-168,TST-006,REQ-168,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-169,TST-006,REQ-169,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-178,TST-006,REQ-178,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-113,TST-006,REQ-113,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-114,TST-006,REQ-114,verifies,self-traceability/test-plan.adoc,false
TST-006-verifies-REQ-115,TST-006,REQ-115,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-136,TST-009,REQ-136,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-137,TST-009,REQ-137,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-138,TST-009,REQ-138,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-139,TST-009,REQ-139,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-140,TST-009,REQ-140,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-141,TST-009,REQ-141,verifies,self-traceability/test-plan.adoc,false
TST-009-verifies-REQ-227,TST-009,REQ-227,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-151,TST-010,REQ-151,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-152,TST-010,REQ-152,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-154,TST-010,REQ-154,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-155,TST-010,REQ-155,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-156,TST-010,REQ-156,verifies,self-traceability/test-plan.adoc,false
TST-010-verifies-REQ-153,TST-010,REQ-153,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-201,TST-011,REQ-201,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-202,TST-011,REQ-202,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-203,TST-011,REQ-203,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-204,TST-011,REQ-204,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-205,TST-011,REQ-205,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-206,TST-011,REQ-206,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-207,TST-011,REQ-207,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-211,TST-011,REQ-211,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-228,TST-011,REQ-228,verifies,self-traceability/test-plan.adoc,false
TST-011-verifies-REQ-234,TST-011,REQ-234,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-212,TST-012,REQ-212,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-213,TST-012,REQ-213,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-214,TST-012,REQ-214,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-225,TST-012,REQ-225,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-226,TST-012,REQ-226,verifies,self-traceability/test-plan.adoc,false
TST-012-verifies-REQ-216,TST-012,REQ-216,verifies,self-traceability/test-plan.adoc,false
TST-013-verifies-REQ-235,TST-013,REQ-235,verifies,self-traceability/test-plan.adoc,false
TST-013-verifies-REQ-236,TST-013,REQ-236,verifies,self-traceability/test-plan.adoc,false
TST-013-verifies-REQ-237,TST-013,REQ-237,verifies,self-traceability/test-plan.adoc,false
TST-013-verifies-REQ-238,TST-013,REQ-238,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-229,TST-014,REQ-229,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-230,TST-014,REQ-230,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-231,TST-014,REQ-231,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-232,TST-014,REQ-232,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-233,TST-014,REQ-233,verifies,self-traceability/test-plan.adoc,false
TST-014-verifies-REQ-239,TST-014,REQ-239,verifies,self-traceability/test-plan.adoc,false
TST-015-verifies-REQ-200,TST-015,REQ-200,verifies,self-traceability/test-plan.adoc,false
TST-016-verifies-REQ-245,TST-016,REQ-245,verifies,self-traceability/test-plan.adoc,false
TST-016-verifies-REQ-246,TST-016,REQ-246,verifies,self-traceability/test-plan.adoc,false
TST-016-verifies-REQ-247,TST-016,REQ-247,verifies,self-traceability/test-plan.adoc,false
TST-016-verifies-REQ-248,TST-016,REQ-248,verifies,self-traceability/test-plan.adoc,false
PRQ-001-considered_by-ARC-031,PRQ-001,ARC-031,considered_by,self-traceability/delivery-process.adoc,false
PRQ-002-validates-REQ-087,PRQ-002,REQ-087,validates,self-traceability/delivery-process.adoc,false
PRQ-002-validates-REQ-088,PRQ-002,REQ-088,validates,self-traceability/delivery-process.adoc,false
PRQ-002-considered_by-ARC-031,PRQ-002,ARC-031,considered_by,self-traceability/delivery-process.adoc,false
PRQ-003-considered_by-ARC-031,PRQ-003,ARC-031,considered_by,self-traceability/delivery-process.adoc,false
PRQ-004-validates-REQ-072,PRQ-004,REQ-072,validates,self-traceability/delivery-process.adoc,false
PRQ-004-considered_by-ARC-033,PRQ-004,ARC-033,considered_by,self-traceability/delivery-process.adoc,false
PRQ-005-considered_by-ARC-031,PRQ-005,ARC-031,considered_by,self-traceability/delivery-process.adoc,false
PRQ-006-validates-REQ-060,PRQ-006,REQ-060,validates,self-traceability/delivery-process.adoc,false
PRQ-006-validates-REQ-093,PRQ-006,REQ-093,validates,self-traceability/delivery-process.adoc,false
PRQ-006-considered_by-ARC-031,PRQ-006,ARC-031,considered_by,self-traceability/delivery-process.adoc,false
